Original_Work,Influence_Type,New_Artist,New_Song,Target_Artist,Weight
Carols of the Silent Night,CoverOf,Roy Tschentscher,Beethoven's Unheard Conversation,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Brandon Griffith,Beethoven's Unheard Conversation,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Sonic Renegade,Beethoven's Unheard Conversation,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Twilight Riders,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Kimberly Snyder,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Gerald Mullins,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Kelly Stewart,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Rachel Jackson,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Jason Jordan,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Denise White,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Roy Tschentscher,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Brandon Griffith,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Sonic Renegade,Beethoven's Unheard Conversation,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Twilight Riders,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Kimberly Snyder,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Gerald Mullins,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Kelly Stewart,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Rachel Jackson,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Jason Jordan,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Denise White,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Roy Tschentscher,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Brandon Griffith,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Sonic Renegade,Beethoven's Unheard Conversation,Kimberly Snyder,1
Tanah Kita Bangkit,CoverOf,Twilight Riders,Beethoven's Unheard Conversation,Kimberly Snyder,1
Fair Exchange,CoverOf,Lindsay Williams,The Drover's Lament,Kimberly Snyder,1
Fair Exchange,CoverOf,Vanessa King,The Drover's Lament,Kimberly Snyder,1
Fair Exchange,CoverOf,Emily Nash,The Drover's Lament,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Kimberly Snyder,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Joshua Herring,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Gerald Mullins,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Kelly Stewart,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Erica Walton,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Matthew Yoder,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Colleen Frank PhD,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Sonic Renegade,Sovereign's Whisper,Kimberly Snyder,1
Ethereal Afterthoughts,InStyleOf,Liquid Prism,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Kimberly Snyder,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Joshua Herring,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Gerald Mullins,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Kelly Stewart,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Erica Walton,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Matthew Yoder,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Colleen Frank PhD,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Sonic Renegade,Sovereign's Whisper,Kimberly Snyder,1
Stones of the Holy City,InStyleOf,Liquid Prism,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Kimberly Snyder,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Joshua Herring,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Gerald Mullins,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Kelly Stewart,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Erica Walton,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Matthew Yoder,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Colleen Frank PhD,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Sonic Renegade,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Liquid Prism,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Kimberly Snyder,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Joshua Herring,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Gerald Mullins,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Kelly Stewart,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Erica Walton,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Matthew Yoder,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Colleen Frank PhD,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Sonic Renegade,Sovereign's Whisper,Kimberly Snyder,1
Scarves and Streetlight Shadows,LyricalReferenceTo,Liquid Prism,Sovereign's Whisper,Kimberly Snyder,1
Timelines Converge,InStyleOf,Kimberly Snyder,Childhood Memories Never Fade,Kimberly Snyder,1
Timelines Converge,InStyleOf,Gerald Mullins,Childhood Memories Never Fade,Kimberly Snyder,1
Timelines Converge,InStyleOf,Tina Hobbs,Childhood Memories Never Fade,Kimberly Snyder,1
Timelines Converge,InStyleOf,Hubert Oderwald,Childhood Memories Never Fade,Kimberly Snyder,1
Timelines Converge,InStyleOf,Annelise Berger,Childhood Memories Never Fade,Kimberly Snyder,1
Timelines Converge,InStyleOf,Alfonso Bähr,Childhood Memories Never Fade,Kimberly Snyder,1
Timelines Converge,InStyleOf,Lilo Christoph,Childhood Memories Never Fade,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Kimberly Snyder,Echoes of a Global Generation,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gerald Mullins,Echoes of a Global Generation,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gregory Reeves,Echoes of a Global Generation,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Cory Wall,Echoes of a Global Generation,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Sonic Renegade,Echoes of a Global Generation,Kimberly Snyder,1
Timelines Converge,InStyleOf,Kimberly Snyder,Echoes of a Global Generation,Kimberly Snyder,1
Timelines Converge,InStyleOf,Gerald Mullins,Echoes of a Global Generation,Kimberly Snyder,1
Timelines Converge,InStyleOf,Gregory Reeves,Echoes of a Global Generation,Kimberly Snyder,1
Timelines Converge,InStyleOf,Cory Wall,Echoes of a Global Generation,Kimberly Snyder,1
Timelines Converge,InStyleOf,Sonic Renegade,Echoes of a Global Generation,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Kimberly Snyder,Echoes of a Global Generation,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Gerald Mullins,Echoes of a Global Generation,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Gregory Reeves,Echoes of a Global Generation,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Cory Wall,Echoes of a Global Generation,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Sonic Renegade,Echoes of a Global Generation,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Kimberly Snyder,Echoes of a Global Generation,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Gerald Mullins,Echoes of a Global Generation,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Gregory Reeves,Echoes of a Global Generation,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Cory Wall,Echoes of a Global Generation,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Sonic Renegade,Echoes of a Global Generation,Kimberly Snyder,1
Timelines Converge,CoverOf,Kimberly Snyder,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Kelly Stewart,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Rachel Jackson,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,John Anderson,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Jason Jordan,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Denise White,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Roy Tschentscher,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Karl-August Beyer,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Angelina Sölzer,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Hinrich Weimer,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Liquid Vortex,Soft Love's First Light,Kimberly Snyder,1
Timelines Converge,CoverOf,Twilight Riders,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Kimberly Snyder,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Kelly Stewart,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Rachel Jackson,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,John Anderson,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Jason Jordan,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Denise White,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Roy Tschentscher,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Karl-August Beyer,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Angelina Sölzer,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Hinrich Weimer,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Liquid Vortex,Soft Love's First Light,Kimberly Snyder,1
Carols of the Silent Night,InterpolatesFrom,Twilight Riders,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Kimberly Snyder,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Kelly Stewart,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Rachel Jackson,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,John Anderson,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Jason Jordan,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Denise White,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Roy Tschentscher,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Karl-August Beyer,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Angelina Sölzer,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Hinrich Weimer,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Liquid Vortex,Soft Love's First Light,Kimberly Snyder,1
Tanah Kita Bangkit,DirectlySamples,Twilight Riders,Soft Love's First Light,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Kimberly Snyder,Shadows Between Us,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Joshua Herring,Shadows Between Us,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Gerald Mullins,Shadows Between Us,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Erica Walton,Shadows Between Us,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Matthew Yoder,Shadows Between Us,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Sonic Renegade,Shadows Between Us,Kimberly Snyder,1
Soft Love's First Light,InStyleOf,Liquid Prism,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Kimberly Snyder,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Joshua Herring,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Gerald Mullins,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Erica Walton,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Matthew Yoder,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Sonic Renegade,Shadows Between Us,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Liquid Prism,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Kimberly Snyder,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Joshua Herring,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Gerald Mullins,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Erica Walton,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Matthew Yoder,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Sonic Renegade,Shadows Between Us,Kimberly Snyder,1
Timelines Converge,InStyleOf,Liquid Prism,Shadows Between Us,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Chao Yu,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Fang Xiao,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Steven Smith,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Wei Luo,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Yan Yang,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Jie Xie,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Lei Bai,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Brittany Holmes,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Yan Fu,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Xia Liang,"Empty Ballrooms, Weary Hearts",Kimberly Snyder,1
Soft Love's First Light,InterpolatesFrom,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
Soft Love's First Light,InterpolatesFrom,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
Soft Love's First Light,InterpolatesFrom,Cory Wall,Partner or Pretender,Kimberly Snyder,1
Soft Love's First Light,InterpolatesFrom,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Cory Wall,Partner or Pretender,Kimberly Snyder,1
Ethereal Afterthoughts,DirectlySamples,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Fragments of a Simple Girl,InterpolatesFrom,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
Fragments of a Simple Girl,InterpolatesFrom,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
Fragments of a Simple Girl,InterpolatesFrom,Cory Wall,Partner or Pretender,Kimberly Snyder,1
Fragments of a Simple Girl,InterpolatesFrom,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Cory Wall,Partner or Pretender,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Cory Wall,Partner or Pretender,Kimberly Snyder,1
Timelines Converge,LyricalReferenceTo,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Fair Exchange,CoverOf,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
Fair Exchange,CoverOf,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
Fair Exchange,CoverOf,Cory Wall,Partner or Pretender,Kimberly Snyder,1
Fair Exchange,CoverOf,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",CoverOf,Joshua Herring,Partner or Pretender,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",CoverOf,Gerald Mullins,Partner or Pretender,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",CoverOf,Cory Wall,Partner or Pretender,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",CoverOf,Hinrich Weimer,Partner or Pretender,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Kimberly Snyder,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Gerald Mullins,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Kelly Stewart,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,John Anderson,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Norma Huff,Playful Improvisation,Kimberly Snyder,1
Maria's Obeskrivna Minnen (Maria's Unwritten Memories),InStyleOf,Sonic Renegade,Playful Improvisation,Kimberly Snyder,1
Carols of the Silent Night,LyricalReferenceTo,Nicole Valenzuela,Verdant Silence Descends,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Carols of the Silent Night,InStyleOf,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Timelines Converge,CoverOf,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Kimberly Snyder,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Joshua Herring,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Gerald Mullins,Fair Exchange,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Tina Hobbs,Fair Exchange,Kimberly Snyder,1
Fair Exchange,InStyleOf,Paula Wilson,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Steven Branch,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Jennifer Mccoy,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Christopher Wilson,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Nicholas Lawrence,Umbrella Shuffle,Kimberly Snyder,1
Fair Exchange,InStyleOf,Phantom Resonance,Umbrella Shuffle,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Tanah Kita Bangkit,LyricalReferenceTo,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Sovereign's Whisper,LyricalReferenceTo,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Fair Exchange,InterpolatesFrom,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Shadows Between Us,InterpolatesFrom,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Scarves and Streetlight Shadows,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Timelines Converge,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Joshua Herring,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Gerald Mullins,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Colleen Frank PhD,Warsaw Veins,Kimberly Snyder,1
Ethereal Afterthoughts,CoverOf,Dennis Mcdowell,Warsaw Veins,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Janine Berger,Loose Change Lullaby,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Agata Bähr-Metz,Loose Change Lullaby,Kimberly Snyder,1
Carols of the Silent Night,CoverOf,Gudrun Atzler,Loose Change Lullaby,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Kimberly Snyder,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Kelly Stewart,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,John Anderson,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Jeffrey Munoz PhD,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Thomas Salinas,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Robert Garcia,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Jillian Salazar,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Hinrich Weimer,Fragments of a Simple Girl,Kimberly Snyder,1
Scarves and Streetlight Shadows,InStyleOf,Luminous Fracture,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Kimberly Snyder,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Kelly Stewart,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,John Anderson,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Jeffrey Munoz PhD,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Thomas Salinas,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Robert Garcia,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Jillian Salazar,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Hinrich Weimer,Fragments of a Simple Girl,Kimberly Snyder,1
Timelines Converge,DirectlySamples,Luminous Fracture,Fragments of a Simple Girl,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Kimberly Snyder,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,Gerald Mullins,Whisper My Identity,Kimberly Snyder,1
"Silent Hooves, Whispering Forest",InStyleOf,John Anderson,Whisper My Identity,Kimberly Snyder,1
